연월	NO	monaCode	구분	소속	직위	이름	재산구분	본인과의 관계	재산의종류	소재지 면적 등 권리의 명세	종전가액	증가액	증가액실거래가격	감소액	감소액실거래가격	현재가액	변동사유
202603	2816	RG972910	국회의원	국회	국회의원	송재봉	예금	장남		(주)카카오페이증권 940(940 증가), DB손해보험(주) 692(214 증가), KB증권 31(31 증가), 국민은행 3,122(972증가), 농협중앙회 41(41 증가), 현대해상화재보험5,421(1,052 증가)	6997	3250		0		10247	급여 저축 및 생활비 지출
202603	2817	RG972910	국회의원	국회	국회의원	송재봉	예금	장녀		(주)카카오페이증권 16(8 증가), 농협은행 7,191(1,991 증가), 삼성화재해상보험 330(132 증가), 신용협동조합중앙회 102(1 증가), 신한은행 31(1,499 감소), 주식회사 카카오뱅크 1,145(546 증가), 키움증권 16(16 증가), 한국투자증권 4(221 감소),현대해상화재보험 5,169(876 증가)	12154	3619		1769		14004	급여 저축 및 생활비 지출
202603	2818	RG972910	국회의원	국회	국회의원	송재봉	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 108,098(42,502 증가)	65596	42502		0		108098	후원금 모금액 증가
202603	2819	RG972910	국회의원	국회	국회의원	송재봉	채무	본인	금융채무	농협은행 185,649(25,696 증가)	159953	29280		3584		185649	일부상환 및 추가대출
202603	2820	RG972910	국회의원	국회	국회의원	송재봉	채무	배우자	금융채무	농협중앙회 0(4,714 감소), 삼성생명보험 0(5,870 감소),현대해상화재보험 2,100	12684	0		10584		2100	일부상환
202603	2821	OWD1018N	국회의원	국회	국회의원	신동욱	건물	본인	아파트	서울특별시 용산구 이촌동 건물 135.87㎡ 중 95.11㎡	922600	82611		0		1005211	가액변동
202603	2822	OWD1018N	국회의원	국회	국회의원	신동욱	건물	본인	사무실(전세(임차)권)	서울특별시 서초구 양재동 양재역환승주차장 건물 0.00㎡(건물 93.74㎡ 감소)	18000	0		18000		0	계약만료
202603	2823	OWD1018N	국회의원	국회	국회의원	신동욱	건물	본인	아파트(전세(임차)권)	서울특별시 서초구 서초동 상지리츠빌 건물 177.36㎡	1600000	0		0		1600000	변동없음
202603	2824	OWD1018N	국회의원	국회	국회의원	신동욱	건물	배우자	아파트	서울특별시 용산구 이촌동 건물 135.87㎡ 중 40.76㎡	395400	35389		0		430789	가액변동
202603	2825	OWD1018N	국회의원	국회	국회의원	신동욱	건물	배우자	오피스텔	서울특별시 마포구 마포동 한신오피스텔 대지 8.20㎡ 건물79.68㎡	165336	10677		0		176013	가액변동
202603	2826	OWD1018N	국회의원	국회	국회의원	신동욱	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2023년식 GV80 배기량(2,500cc)	51470	0		5350		46120	가액변동
202603	2827	OWD1018N	국회의원	국회	국회의원	신동욱	예금	본인		(주)KB손해보험 25,654(1,524 증가), (주)KEB하나은행 97,469(178,354 감소), DB생명보험(주) 14,134(792증가), DB손해보험(주) 18,149(1,835 증가), KB라이프생명보험 69,526(2,917 증가), 국민은행 12,561(154 증가), 농협은행 2,813(1,406 증가), 대신증권15, 미래에셋증권 1, 신한은행 149,835(35,535 증가),키움증권 393,208(355,813 증가), 한국투자증권 209(2 증가)	561950	439974		218350		783574	주식 매도금 예치, 예금상품 수익증가
202603	2828	OWD1018N	국회의원	국회	국회의원	신동욱	예금	배우자		(주)KB손해보험 9,900(600 증가), (주)KEB하나은행 44,595(16,659 감소), KB증권 10,108(93 증가), 삼성증권877(28 증가), 우리은행 2,458(2 증가)	83874	723		16659		67938	주식 매도금 예치, 예금상품 수익증가
202603	2829	OWD1018N	국회의원	국회	국회의원	신동욱	예금	모		농협중앙회 11,292(1,462 감소), 새마을금고중앙회46,612(16,097 증가)	43269	16097		1462		57904	주식 매도금 예치, 예금상품 수익증가
202603	2830	OWD1018N	국회의원	국회	국회의원	신동욱	예금	장남		(주)카카오페이증권 1(1 증가), 농협은행 10,483(2,981 감소), 우리은행 5,438(891 증가), 주식회사 카카오뱅크 65(12 증가), 중소기업은행 300(298 증가)	18066	1229		3008		16287	주식 매도금 예치, 예금상품 수익증가
202603	2831	OWD1018N	국회의원	국회	국회의원	신동욱	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 305,099(136,732 증가)	168367	136732		0		305099	후원금 증가
202603	2832	OWD1018N	국회의원	국회	국회의원	신동욱	증권	본인	상장주식	JD-SW 4주, 맥쿼리한국인프라투융자회사보통주 1,000주(1,000주 증가), 알루코보통주 3,000주, 제넥신6,000주, 카카오뱅크보통주 400주, 현대퓨처넷보통주0주(38,500주 감소)	192299	11830		149672		54457	일부 매매 및 평가액변동
202603	2833	OWD1018N	국회의원	국회	국회의원	신동욱	증권	배우자	상장주식	SK스퀘어 5주, SK텔레콤 9주, 젬백스링크 1,675주,한미약품 5주	4501	2302		824		5979	일부 매매 및 평가액변동
202603	2834	OWD1018N	국회의원	국회	국회의원	신동욱	증권	장남	상장주식	엔비디아 0.117주(0.117주 증가), 테슬라0.0564주(0.0564주 증가)	0	67		0		67	일부 매매 및 평가액변동
202603	2835	OWD1018N	국회의원	국회	국회의원	신동욱	채권	모		사인간채권 감소	50000	0		15000		35000	채권 일부 환수
202603	2836	OWD1018N	국회의원	국회	국회의원	신동욱	채무	본인	건물임대채무	서울특별시 용산구 이촌동 임대보증금	770000	0		0		770000	변동없음
202603	2837	OWD1018N	국회의원	국회	국회의원	신동욱	채무	배우자	건물임대채무	서울특별시 마포구 마포동 한신오피스텔 임대보증금	7000	0		0		7000	변동없음
202603	2838	OWD1018N	국회의원	국회	국회의원	신동욱	채무	배우자	건물임대채무	서울특별시 용산구 이촌동 임대보증금	330000	0		0		330000	변동없음
202603	2839	OWD1018N	국회의원	국회	국회의원	신동욱	회원권	배우자	헬스	하얏트호텔휘트니스	95000	0		0		95000	변동없음
202603	2840	OWD1018N	국회의원	국회	국회의원	신동욱	회원권	배우자	콘도미니엄	오크밸리휴양콘도미니엄 증가	0	43000	43000	0		43000	신규매입(지분1/10)
202603	2841	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 13번지 116.00㎡	203	1		0		204	
202603	2842	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 21번지 959.00㎡	1084	9		0		1093	
202603	2843	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 26번지 304.00㎡	602	0		6		596	
202603	2844	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	도로	경상남도 거창군 북상면 산수리 274-3번지 41.00㎡	111	1		0		112	
202603	2845	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	도로	경상남도 거창군 북상면 산수리 275-3번지 51.00㎡	138	1		0		139	
202603	2846	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	도로	경상남도 거창군 북상면 산수리 276-3번지 23.00㎡	62	1		0		63	
202603	2847	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 279번지 255.00㎡	520	10		0		530	
202603	2848	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 280번지 169.00㎡	367	6		0		373	
202603	2849	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	답	경상남도 거창군 북상면 산수리 281번지 258.00㎡	1631	4		0		1635	
202603	2850	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	대지	경상남도 거창군 북상면 산수리 284번지 0.00㎡ (532.00㎡감소)	12236	0		12236		0	건물항목에 합산하여 신고
202603	2851	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 29번지 202.00㎡	347	2		0		349	
202603	2852	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	임야	경상남도 거창군 북상면 산수리 2번지 145.00㎡	84	0		0		84	
202603	2853	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 30번지 195.00㎡	386	0		4		382	
202603	2854	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 32번지 3,121.00㎡	6180	0		63		6117	
202603	2855	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 35번지 840.00㎡	1000	0		0		1000	
202603	2856	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 36번지 264.00㎡	314	0		0		314	
202603	2857	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 4번지 218.00㎡	137	0		0		137	
202603	2858	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 5번지 182.00㎡	114	1		0		115	
202603	2859	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	답	경상남도 거창군 북상면 산수리 873-1번지 623.00㎡	4853	37		0		4890	
202603	2860	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	답	경상남도 거창군 북상면 산수리 873-2번지 1,157.00㎡	9013	69		0		9082	
202603	2861	RMC1840P	국회의원	국회	국회의원	신성범	토지	본인	전	경상남도 거창군 북상면 산수리 24번지 294.00㎡(294.00㎡ 증가)	0	532		0		532	건물항목에서 이동 신고
202603	2862	RMC1840P	국회의원	국회	국회의원	신성범	건물	본인	아파트	서울특별시 강남구 청담동 삼성청담아파트 건물 114.83㎡중 57.41㎡	692000	40500		0		732500	
202603	2863	RMC1840P	국회의원	국회	국회의원	신성범	건물	본인	단독주택	경상남도 거창군 북상면 산수리 대지 0.00㎡ 건물 0.00㎡(대지 294.00㎡ 감소, 건물 76.70㎡ 감소)	9810	0		9810		0	지번 반영하여 재신고
202603	2864	RMC1840P	국회의원	국회	국회의원	신성범	건물	본인	단독주택	경상남도 거창군 북상면 산수리 대지 532.00㎡ 건물 76.70㎡ (대지 532.00㎡ 증가, 건물 76.70㎡ 증가)	0	18900		0		18900	지번 반영하여 재신고
202603	2865	RMC1840P	국회의원	국회	국회의원	신성범	건물	본인	사무실(전세(임 차)권)	경상남도 거창군 거창읍 대평리 2층 대지 208.00㎡ 건물75.64㎡ (대지 208.00㎡ 증가, 건물 75.64㎡ 증가)	0	10000		0		10000	
202603	2866	RMC1840P	국회의원	국회	국회의원	신성범	건물	본인	사무실(전세(임 차)권)	경상남도 산청군 산청읍 산청리 2층 대지 398.00㎡ 건물 140.00㎡ (대지 398.00㎡ 증가, 건물 140.00㎡ 증가)	0	5000		0		5000	
202603	2867	RMC1840P	국회의원	국회	국회의원	신성범	건물	본인	사무실(전세(임차)권)	경상남도 합천군 합천읍 합천리 1층 건물 200.00㎡ (건물200.00㎡ 증가)	0	10000		0		10000	
202603	2868	RMC1840P	국회의원	국회	국회의원	신성범	건물	배우자	아파트	서울특별시 강남구 청담동 삼성청담아파트 건물 114.83㎡중 57.41㎡	692000	40500		0		732500	
202603	2869	RMC1840P	국회의원	국회	국회의원	신성범	건물	배우자	오피스텔(전세(임차)권)	경상남도 거창군 거창읍 대평리 거창 이에스 아뜨리움 건물49.50㎡	47000	2000		0		49000	
202603	2870	RMC1840P	국회의원	국회	국회의원	신성범	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2015년식 산타페2.0 배기량(1,995cc)	8380	0		760		7620	
202603	2871	RMC1840P	국회의원	국회	국회의원	신성범	예금	본인		(주)KEB하나은행 2,339(1,784 증가), 농협은행 9,808(6,480 감소), 농협중앙회 44, 대신증권 15, 신한은행 39,560(24,574 증가), 현대해상화재보험0(18,803 감소)	50691	26358		25283		51766	급여 저축 및 생활비 지출
202603	2872	RMC1840P	국회의원	국회	국회의원	신성범	예금	배우자		(주)KB손해보험 468(416 증가), DB손해보험(주) 38,210(2,113 증가), 농협은행 6, 신한라이프생명보험5,747(331 증가), 신한은행 20,518(13,179 증가),주식회사 카카오뱅크 6,085(949 증가), 키움증권 1	54047	20610		3622		71035	급여 저축 및 생활비 지출
202603	2873	RMC1840P	국회의원	국회	국회의원	신성범	예금	삼녀		(주)KEB하나은행 0(22 감소), DB손해보험(주) 0(6,029감소), 신한은행 1,855(786 증가), 주식회사 카카오뱅크 3,505(736 증가)	9889	2586		7115		5360	급여 저축 및 생활비 지출
202603	2874	RMC1840P	국회의원	국회	국회의원	신성범	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 150,446(122,839 증가)	27607	122839		0		150446	후원금 증가
202603	2875	RMC1840P	국회의원	국회	국회의원	신성범	채무	본인	금융채무	신한은행 255,916(12,333 감소), 현대해상화재보험15,000(5,000 감소)	288249	0		17333		270916	
202603	2876	RMC1840P	국회의원	국회	국회의원	신성범	채무	삼녀	금융채무	신한카드 12,801(12,801 증가)	0	12801		0		12801	
202603	2877	NPD75153	국회의원	국회	국회의원	신장식	건물	본인	다가구주택(전세(임차)권)	경기도 고양시 덕양구 향동동 건물 42.84㎡	30000	0		0		30000	변동없음
202603	2878	NPD75153	국회의원	국회	국회의원	신장식	건물	부	아파트(전세(임차)권)	충청북도 청주시 서원구 성화동 성화 휴먼시아5단지 건물36.50㎡	15920	0		0		15920	변동없음
202603	2879	NPD75153	국회의원	국회	국회의원	신장식	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2020년식 G80 배기량(2,497cc)	32360	0		3920		28440	가액 변동
202603	2880	NPD75153	국회의원	국회	국회의원	신장식	예금	본인		국민은행 1, 농협은행 0(223 감소), 신한라이프생명보험18,546(1,268 증가), 신한은행 463,662(4,829 감소),우리은행 14,510(1,801 증가)	498702	132789		134772		496719	근로소득 저축
202603	2881	NPD75153	국회의원	국회	국회의원	신장식	예금	부		새마을금고중앙회 4,498(1,623 감소), 신한은행 9,845(3,732 증가), 우리은행 10	12244	3733		1624		14353	근로소득 저축
202603	2882	NPD75153	국회의원	국회	국회의원	신장식	예금	모		농협중앙회 4, 새마을금고중앙회 54(2 증가)	56	2		0		58	근로소득 저축
202603	2883	NPD75153	국회의원	국회	국회의원	신장식	예금	장녀		(주)KEB하나은행 27,412(5,116 증가), 신한은행 68(585감소), 중소기업은행 151	23100	5116		585		27631	근로소득 저축
202603	2884	NPD75153	국회의원	국회	국회의원	신장식	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 109,813(17,490 증가)	92323	17490		0		109813	정치후원금 모금액
202603	2885	NPD75153	국회의원	국회	국회의원	신장식	증권	본인	비상장주식	주식회사 민본 4,000주	26048	0		0		26048	변동없음, 상장 폐지된 주식
202603	2886	NPD75153	국회의원	국회	국회의원	신장식	채권	본인		사인간채권	50000	0		0		50000	변동없음
202603	2887	M7O7878U	국회의원	국회	국회의원	신정훈	토지	배우자	답	전라남도 나주시 봉황면 유곡리 681번지 322.00㎡ 중107.30㎡	4367	171		0		4538	공시지가 변동
202603	2888	M7O7878U	국회의원	국회	국회의원	신정훈	토지	배우자	전	전라남도 나주시 봉황면 유곡리 681-8번지 592.00㎡ 중197.30㎡	7221	197		0		7418	공시지가 변동
202603	2889	M7O7878U	국회의원	국회	국회의원	신정훈	토지	배우자	답	전라남도 나주시 봉황면 유곡리 682번지 460.00㎡ 중153.30㎡	5933	244		0		6177	공시지가 변동
202603	2890	M7O7878U	국회의원	국회	국회의원	신정훈	토지	배우자	답	전라남도 나주시 봉황면 유곡리 683번지 948.00㎡ 중316.00㎡	12766	221		0		12987	공시지가 변동
202603	2891	M7O7878U	국회의원	국회	국회의원	신정훈	토지	배우자	답	전라남도 나주시 봉황면 유곡리 683-1번지 1,031.00㎡ 중343.70㎡	13885	241		0		14126	공시지가 변동
202603	2892	M7O7878U	국회의원	국회	국회의원	신정훈	토지	배우자	답	전라남도 나주시 봉황면 유곡리 683-2번지 281.00㎡ 중93.70㎡	3879	75		0		3954	공시지가 변동
202603	2893	M7O7878U	국회의원	국회	국회의원	신정훈	토지	배우자	답	전라남도 나주시 봉황면 유곡리 686번지 559.00㎡ 중186.30㎡	8775	148		0		8923	공시지가 변동
202603	2894	M7O7878U	국회의원	국회	국회의원	신정훈	토지	배우자	답	전라남도 나주시 봉황면 유곡리 693번지 840.00㎡ 중280.00㎡	11172	420		0		11592	공시지가 변동
202603	2895	M7O7878U	국회의원	국회	국회의원	신정훈	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	배우자	자동차	2019년식 코나 일렉트릭 배기량(180cc)	17100	0		3790		13310	가액 변동
202603	2896	M7O7878U	국회의원	국회	국회의원	신정훈	예금	본인		DB손해보험(주) 11,572(1,150 증가), 교보생명보험 40,080(1,174 증가), 농협은행 4,562(225 감소),농협중앙회 3,012(2,181 증가)	54946	4507		227		59226	급여소득 저축
202603	2897	M7O7878U	국회의원	국회	국회의원	신정훈	예금	배우자		DB생명보험(주) 7,970(2,333 증가), DB손해보험(주) 9,715(894 증가), 광주은행 4, 교보생명보험 44,393(3,771 증가), 농협은행 3,961(241 증가), 농협중앙회 30,155(6,282 증가), 메리츠화재해상보험(보험)1,530(360 증가), 삼성생명보험 3,673(6,259 감소),삼성화재해상보험 1,830(360 증가), 신용협동조합중앙회 4,274(165 증가), 우체국 35,544, 케이디비생명보험44,287(3,224 증가), 한화생명보험주식회사 18,018	193983	22855		11484		205354	급여소득 저축
202603	2898	M7O7878U	국회의원	국회	국회의원	신정훈	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협중앙회 1,099(39,434 감소)	40533	0		39434		1099	의정활동으로 지출
202603	2899	M7O7878U	국회의원	국회	국회의원	신정훈	채무	본인	금융채무	농협은행 48,872(6,963 증가)	41909	6963		0		48872	마이너스통장
202603	2900	M7O7878U	국회의원	국회	국회의원	신정훈	고지거부 및 등록제외사항	장남		고지거부	0	0		0		0	독립생계유지
202603	2901	M7O7878U	국회의원	국회	국회의원	신정훈	고지거부 및 등록제외사항	차남		고지거부	0	0		0		0	독립생계유지
202603	2902	EB16073M	국회의원	국회	국회의원	안도걸	토지	본인	답	광주광역시 서구 유촌동 598-7번지 4,000.00㎡	1021200	29600		0		1050800	가액변동
202603	2903	EB16073M	국회의원	국회	국회의원	안도걸	건물	본인	오피스텔(전세(임차)권)	광주광역시 동구 용산동 무등산골드클래스2차 건물95.00㎡	20000	0		0		20000	변동없음
202603	2904	EB16073M	국회의원	국회	국회의원	안도걸	건물	본인	아파트	서울특별시 강남구 개포동 개포자이 프레지던스 건물84.59㎡ 중 42.29㎡	953500	142500		0		1096000	가액변동
202603	2905	EB16073M	국회의원	국회	국회의원	안도걸	건물	본인	아파트(전세(임차)권)	서울특별시 용산구 한강로3가 용산시티파크1단지 건물181.89㎡ 중 90.94㎡	660000	159000		0		819000	전세 재연장
202603	2906	EB16073M	국회의원	국회	국회의원	안도걸	건물	본인	아파트(전세(임차)권)	광주광역시 동구 산수동 무등산 그린웰로제비앙 건물64.00㎡	40000	0		0		40000	변동없음
202603	2907	EB16073M	국회의원	국회	국회의원	안도걸	건물	배우자	아파트	서울특별시 강남구 개포동 개포자이 프레지던스 건물84.59㎡ 중 42.29㎡	953500	142500		0		1096000	가액변동
202603	2908	EB16073M	국회의원	국회	국회의원	안도걸	건물	배우자	아파트(전세(임차)권)	서울특별시 용산구 한강로3가 용산시티파크1단지 건물181.89㎡ 중 90.94㎡	660000	159000		0		819000	전세 재연장
202603	2909	EB16073M	국회의원	국회	국회의원	안도걸	건물	장남	아파트(전세(임차)권)	서울특별시 서초구 방배동 방배대우디오빌 건물 29.60㎡(건물 29.60㎡ 증가)	0	270000		0		270000	신규임차
202603	2910	EB16073M	국회의원	국회	국회의원	안도걸	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	배우자	자동차	2019년식 K7 하이브리드 배기량(2,359cc)	16780	0		580		16200	가액변동
202603	2911	EB16073M	국회의원	국회	국회의원	안도걸	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	배우자	자동차	2020년식 쏘나타 센슈어스 1.6 배기량(1,598cc)	7540	0		540		7000	가액변동
202603	2912	EB16073M	국회의원	국회	국회의원	안도걸	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	장남	자동차	2020년식 쏘나타 센슈어스 1.6 배기량(1,598cc)	7540	0		540		7000	가액변동
202603	2913	EB16073M	국회의원	국회	국회의원	안도걸	현금	배우자		현금 감소	20000	0		10000		10000	생활비 등
202603	2914	EB16073M	국회의원	국회	국회의원	안도걸	예금	본인		(주)KEB하나은행 29, 농협은행 26,038(38,967 감소),삼성생명보험 18,000, 삼성화재해상보험 6,950,새마을금고중앙회 920, 신영증권 54,883(35,590 증가), 신용협동조합중앙회 105(4 증가), 신한라이프생명보험 40,185(515 증가), 신한은행 4,187(1,187 증가),현대해상화재보험 11,310(1,087 증가)	163191	39152		39736		162607	급여저축(ETF,펀드) 및 생활비 지출 등
202603	2915	EB16073M	국회의원	국회	국회의원	안도걸	예금	배우자		(주)카카오페이증권 1,840(1,773 증가), 농협은행 4,757(4,606 증가), 삼성생명보험 10,746, 삼성증권 4,삼성화재해상보험 11,881, 신영증권 145,551(101,532 증가), 신한라이프생명보험 2,397(2,397 증가), 신한은행 21,533(14,917 감소), 신한투자증권 6,214(6,214 증가),씨티은행 85, 엔에이치저축은행(주) 1, 우체국9,042(1,402 증가), 케이디비생명보험 1,107(1,107 증가)	111044	119031		14917		215158	급여저축(ETF,펀드) 및 생활비 지출 등
202603	2916	EB16073M	국회의원	국회	국회의원	안도걸	예금	장남		(주)카카오페이증권 1,135(862 증가), NH투자증권 26,075(26,075 증가), 과학기술인공제회 15,296(3,863증가), 국민은행 1,845(603 증가), 삼성증권 43,292(20,614 증가), 신영증권 9,948(21,103 감소),신한은행 8,722(19,321 감소), 업비트 5,544(5,128 증가),주식회사 카카오뱅크 17,665(3,931 증가), 중소기업은행 2, 케이뱅크 15	108887	75034		54382		129539	급여저축(ETF,펀드) 및 생활비 지출 등
202603	2917	EB16073M	국회의원	국회	국회의원	안도걸	예금	차남		국민은행 3(23 감소), 삼성증권 13,809(3,093 감소),스탠다드차타드은행 9, 신영증권 11,870(6,268 증가),신한은행 19,949(9,477 증가)	33011	22181		9552		45640	급여저축(ETF,펀드) 및 생활비 지출 등
202603	2918	EB16073M	국회의원	국회	국회의원	안도걸	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 209,548(121,114 증가)	88434	121114		0		209548	후원금 증가
202603	2919	EB16073M	국회의원	국회	국회의원	안도걸	증권	배우자	상장주식	셀트리온 1주(30주 감소), 엔비디아 56주(56주 증가),현대차 5주(5주 증가)	5812	16468		5631		16649	주식 매수 및 매도
202603	2920	EB16073M	국회의원	국회	국회의원	안도걸	증권	장남	상장주식	AST스페이스모바일 70주(70주 증가), GE버노바 4주(4주 증가), LG에너지솔루션 30주(150주 감소), LG에너지솔루션보통주 0주(471주 감소), LG전자 0주(23주 감소), SBS 0주(25주 감소), SK하이닉 0주(19주 감소), SK하이닉스 0주(5주 감소), 네비우스그룹 30주(30주 증가), 뉴스케일파워 123주(110주 증가), 로켓랩 118주(118주 증가), 로켓랩USA 0주(9주 감소), 리커젼파마슈티컬스 80주(80주 증가), 마이크로소프트 7주(5주 증가), 메지온 0주(25주 감소), 메타 5주(5주 증가), 브로드컴 8주(8주 증가), 사우스웨스트에어라인스 15주(15주 증가), 삼성전자 0주(48주 감소), 셀레스티카5주(5주 증가), 슈뢰딩거 48주(48주 증가), 스텔로직1,671주(1,671주 증가), 아이렌 61주(61주 증가), 아이온큐 97주(97주 증가), 알파벳ClassA 40주, 애플 8주(7주 증가), 엔비디아 28주(16주 증가), 유나이티드헬스그룹 9주(9주 증가), 유니티소프트웨어 0주(19주 감소), 제이피모간체이스 8주(8주 증가), 조비에비에이션 262주(262주 증가), 코카콜라 26주(11주 증가), 크리테오ADR 24주(24주 증가), 테슬라 0주(9주 감소), 템퍼스AI 31주(31주 증가), 팔란티어테크놀로지스 37주(37주 증가), 포스코DX보통주 1주	259923	102252		231961		130214	주식 매수 및 매도
202603	2921	EB16073M	국회의원	국회	국회의원	안도걸	증권	차남	상장주식	GraniteShares2xLongNVDADailyETF 0주(80주 감소), InvescoQQQTrustSeries1 0주(4주 감소),T-Rex2XLongMSTRDailyTargetETF 200주(200주 증가), iShares20+YearTreasuryBondETF 0주(26주 감소), iSharesGoldTrust 0주(20주 감소), 로켓랩 1주(1주 증가), 맥쿼리인프라 0주(31주 감소), 비트마인이머전테크놀로지스 30주(30주 증가), 삼성전자 0주(54주 감소), 세렌스 81주(81주 증가), 애플 10주(10주 증가), 유나이티드헬스그룹 42주(42주 증가), 테슬라8주(8주 증가), 휴온스 0주(55주 감소)	20312	34004		20312		34004	주식 매수 및 매도
202603	2922	EB16073M	국회의원	국회	국회의원	안도걸	채무	본인	금융채무	공무원연금공단 0(2,050 감소)	2050	0		2050		0	
202603	2923	EB16073M	국회의원	국회	국회의원	안도걸	채무	본인	건물임대채무	서울특별시 강남구 개포동 개포자이 프레지던스임대보증금 증가	615000	30750		0		645750	
202603	2924	EB16073M	국회의원	국회	국회의원	안도걸	채무	배우자	금융채무	농협은행 300,000(300,000 증가)	0	300000		0		300000	전세 재연장
202603	2925	EB16073M	국회의원	국회	국회의원	안도걸	채무	배우자	건물임대채무	서울특별시 강남구 개포동 개포자이 프레지던스임대보증금 증가	615000	30750		0		645750	
202603	2926	EB16073M	국회의원	국회	국회의원	안도걸	채무	장남	금융채무	토스뱅크(주) 237,600(237,600 증가), 한국증권금융0(121,100 감소)	121100	237600		121100		237600	신규 임차
202603	2927	EB16073M	국회의원	국회	국회의원	안도걸	회원권	본인	콘도미니엄	소노호텔앤리조트/(구)대명	31600	0		0		31600	변동없음
202603	2928	EB16073M	국회의원	국회	국회의원	안도걸	가상자산	장남		가스 0.00992833개, 니어프로토콜 48.47437561개(48.47437561개 증가), 비트코인0.05983327개(0.05983327개 증가), 송버드15.36867784개, 에이피이앤에프티 54,754.62028863개, 엑스알피(리플) 2,155.93442259개(2,155.93442259개 증가), 이더리움 1.73544409개(1.73544409개 증가), 플레어 15.36867784개	0	21186		0		21186	신규매입
202603	2929	EB16073M	국회의원	국회	국회의원	안도걸	가상자산	차남		비트코인 0.00193497개(0.00193497개 증가), 이더리움0.03321427개(0.03321427개 증가)	0	392		0		392	신규매입
202603	2930	PYA8594I	국회의원	국회	국회의원	안상훈	토지	배우자	전	경상남도 거제시 장목면 시방리 280-3번지 332.00㎡	12848	0		99		12749	가액변동
202603	2931	PYA8594I	국회의원	국회	국회의원	안상훈	토지	배우자	잡종지	경상남도 거제시 장목면 시방리 280-5번지 330.00㎡	71874	198		0		72072	가액변동
202603	2932	PYA8594I	국회의원	국회	국회의원	안상훈	토지	배우자	대지	서울특별시 종로구 평창동 507-4번지 608.00㎡ 중198.00㎡	821106	31482		0		852588	가액변동
202603	2933	PYA8594I	국회의원	국회	국회의원	안상훈	건물	본인	아파트	서울특별시 강남구 압구정동 현대아파트 건물 163.67㎡ 중90.02㎡	1816650	381187		0		2197837	가액변동
202603	2934	PYA8594I	국회의원	국회	국회의원	안상훈	건물	배우자	아파트	서울특별시 강남구 압구정동 현대아파트 건물 163.67㎡ 중73.65㎡	1486350	311813		0		1798163	가액변동
202603	2935	PYA8594I	국회의원	국회	국회의원	안상훈	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2020년식 GV80 배기량(3,470cc) 증가	0	34640	26918	0		34640	신규매입
