연월	NO	monaCode	구분	소속	직위	이름	재산구분	본인과의 관계	재산의종류	소재지 면적 등 권리의 명세	종전가액	증가액	증가액실거래가격	감소액	감소액실거래가격	현재가액	변동사유
202603	1	XBT9550Q	국회의원	국회	국회의장	우원식	토지	본인	임야	경기도 양평군 단월면 봉상리 산 102-1번지 18,471.00㎡	45808	370		0		46178	가액변동
202603	2	XBT9550Q	국회의원	국회	국회의장	우원식	토지	본인	대지	충청남도 당진시 읍내동 1456번지 351.30㎡	357975	702		0		358677	가액변동
202603	3	XBT9550Q	국회의원	국회	국회의장	우원식	토지	본인	대지	충청남도 당진시 읍내동 1457번지 285.30㎡	293574	570		0		294144	가액변동
202603	4	XBT9550Q	국회의원	국회	국회의장	우원식	건물	본인	연립주택	서울특별시 노원구 하계1동 이코아빌 건물 146.69㎡	348000	4000		0		352000	가액변동
202603	5	XBT9550Q	국회의원	국회	국회의장	우원식	건물	본인	근린생활시설(전세(임차)권)	서울특별시 노원구 공릉동 무궁화빌딩 건물 109.90㎡	30000	0		0		30000	변동없음
202603	6	XBT9550Q	국회의원	국회	국회의장	우원식	건물	배우자	상가	서울특별시 노원구 중계동 건영아파트상가 대지 259.32㎡건물 370.60㎡	1332968	14903		0		1347871	가액변동
202603	7	XBT9550Q	국회의원	국회	국회의장	우원식	건물	배우자	사무실(전세(임차)권)	서울특별시 노원구 중계본동 유경백화점 건물 0.00㎡(건물 49.00㎡ 감소)	10000	0		10000		0	계약해지
202603	8	XBT9550Q	국회의원	국회	국회의장	우원식	건물	배우자	근린생활시설( 전세(임차)권)	서울특별시 노원구 공릉동 삼익아파트상가 대지 8.68㎡ 건물 19.44㎡ (대지 8.68㎡ 증가, 건물 19.44㎡ 증가)	0	5000		0		5000	신규계약
202603	9	XBT9550Q	국회의원	국회	국회의장	우원식	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2016년식 올뉴카니발 R2.2 디젤9인승 프레스티지배기량(2,199cc) 감소	10370	0		10370	3000	0	자동차매도
202603	10	XBT9550Q	국회의원	국회	국회의장	우원식	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	배우자	자동차	2016년식 투싼 TL디젤 1.7 Premium 2WD DCT배기량(1,685cc)	9200	0		930		8270	가액변동
202603	11	XBT9550Q	국회의원	국회	국회의장	우원식	예금	본인		AIA생명보험주식회사 20,129(873 증가), 국민은행 304,012(143,229 증가), 농협은행 13,622(4,576 증가),삼성생명보험 6,126, 스탠다드차타드은행 362	195573	151186		2508		344251	급여저축 및 임대수익, 생활비 지출
202603	12	XBT9550Q	국회의원	국회	국회의장	우원식	예금	배우자		(주)KB손해보험 22,065(2,361 증가), (주)KEB하나은행 3, AIA생명보험주식회사 22,293(1,053 증가), 국민은행 18,711(22,648 감소), 노란우산 14,800(1,200 증가),신한라이프생명보험 17,000(12,000 증가), 우리은행4,675(4,390 증가)	101191	21241		22885		99547	급여저축 및 임대수익, 생활비 지출
202603	13	XBT9550Q	국회의원	국회	국회의장	우원식	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 24,929(22,806 감소)	47735	0		22806		24929	의정활동 지출
202603	14	XBT9550Q	국회의원	국회	국회의장	우원식	채권	배우자		사인간채권	10000	0		0		10000	변동없음
202603	15	XBT9550Q	국회의원	국회	국회의장	우원식	채무	배우자	금융채무	국민은행 0(100,000 감소)	100000	0		100000		0	예금 등으로 상환
202603	16	XBT9550Q	국회의원	국회	국회의장	우원식	채무	배우자	건물임대채무	서울특별시 노원구 중계동 건영아파트상가 임대보증금	60000	0		0		60000	변동없음
202603	17	XBT9550Q	국회의원	국회	국회의장	우원식	고지거부 및 등록제외사항	장남		고지거부	0	0		0		0	독립생계유지
202603	18	K5F2023J	국회의원	국회	국회부의장	이학영	토지	본인	전	전북특별자치도 순창군 풍산면 유정리 447번지 1,841.00㎡	2835	0		0		2835	
202603	19	K5F2023J	국회의원	국회	국회부의장	이학영	토지	본인	대지	전라남도 구례군 토지면 내서리 466번지 407.00㎡	13065	285		0		13350	
202603	20	K5F2023J	국회의원	국회	국회부의장	이학영	토지	본인	답	전라남도 광양시 봉강면 지곡리 822번지 3,568.00㎡	155921	3569		0		159490	
202603	21	K5F2023J	국회의원	국회	국회부의장	이학영	토지	본인	대지	전라남도 구례군 토지면 내서리 467번지 271.00㎡	9160	217		0		9377	
202603	22	K5F2023J	국회의원	국회	국회부의장	이학영	토지	본인	대지	전라남도 구례군 토지면 내서리 943-6번지 23.00㎡	777	19		0		796	
202603	23	K5F2023J	국회의원	국회	국회부의장	이학영	토지	본인	대지	전라남도 구례군 토지면 내서리 968-1번지 108.00㎡	3650	87		0		3737	
202603	24	K5F2023J	국회의원	국회	국회부의장	이학영	토지	본인	전	전북특별자치도 순창군 풍산면 유정리 476-1번지 916.00㎡	5881	91		0		5972	
202603	25	K5F2023J	국회의원	국회	국회부의장	이학영	건물	본인	아파트	경기도 군포시 산본동 한양목련아파트 건물 126.00㎡ 중63.00㎡	211000	0		0		211000	
202603	26	K5F2023J	국회의원	국회	국회부의장	이학영	건물	본인	사무실(전세(임차)권)	경기도 군포시 산본동 제8층 건물 95.23㎡	10000	0		0		10000	
202603	27	K5F2023J	국회의원	국회	국회부의장	이학영	건물	본인	근린생활시설	전라남도 구례군 토지면 내서리 대지 367.00㎡ 건물107.08㎡	72262	0		2276		69986	
202603	28	K5F2023J	국회의원	국회	국회부의장	이학영	건물	본인	사무실(전세(임차)권)	경기도 군포시 산본동 군포상가 건물 95.33㎡	10000	0		0		10000	
202603	29	K5F2023J	국회의원	국회	국회부의장	이학영	건물	배우자	아파트	경기도 군포시 산본동 한양목련아파트 건물 126.00㎡ 중63.00㎡	211000	0		0		211000	
202603	30	K5F2023J	국회의원	국회	국회부의장	이학영	건물	배우자	근린생활시설	경기도 군포시 금정동 명산빌딩 대지 131.04㎡ 중 27.77㎡ 건물 769.00㎡ 중 131.04㎡ (대지 지분면적 0.08㎡ 증가)	252824	0		12479		240345	
202603	31	K5F2023J	국회의원	국회	국회부의장	이학영	건물	배우자	근린생활시설	전라남도 구례군 토지면 내서리 건물 52.89㎡	3067	106		0		3173	
202603	32	K5F2023J	국회의원	국회	국회부의장	이학영	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2021년식 넥소FCEV 배기량(0cc)	44870	0		7090		37780	
202603	33	K5F2023J	국회의원	국회	국회부의장	이학영	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	배우자	자동차	2016년식 모하비 배기량(2,959cc)	14920	0		1860		13060	
202603	34	K5F2023J	국회의원	국회	국회부의장	이학영	예금	본인		DB손해보험(주) 17,397(1,968 증가), 농협은행 86,468(74,912 증가), 농협중앙회 0(40,000 감소),메리츠종금증권 1,470(1,470 증가), 상호저축은행중앙회 50,000, 새마을금고중앙회 87,920(19,025 증가),스탠다드차타드은행 24, 신용협동조합중앙회 850(29 증가), 신한은행 69,170(30,644 증가), 현대해상화재보험401(166 증가)	225486	242752		154538		313700	급여저축 등
202603	35	K5F2023J	국회의원	국회	국회부의장	이학영	예금	배우자		DB손해보험(주) 3,633(120 증가), 교보생명보험 143,211,농협손해보험 4,500(1,200 증가), 농협은행 0(1,006 감소), 농협중앙회 33,007(12,392 증가), 삼성생명보험 11,868, 상호저축은행중앙회 50,000(3,000 증가),새마을금고중앙회 150,470(7,218 증가),신용협동조합중앙회 47,126(53 감소), 신한은행 3,현대해상화재보험 5,545(1,562 증가)	424930	231106		206673		449363	급여저축 등
202603	36	K5F2023J	국회의원	국회	국회부의장	이학영	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 158,376(24,288 증가)	134088	24288		0		158376	후원금 증가
202603	37	K5F2023J	국회의원	국회	국회부의장	이학영	채무	본인		사인간채무 감소	35000	0		35000		0	급여 등으로 상환
202603	38	K5F2023J	국회의원	국회	국회부의장	이학영	채무	본인	금융채무	농협은행 0(50,000 감소)	50000	0		50000		0	급여 등으로 상환
202603	39	K5F2023J	국회의원	국회	국회부의장	이학영	채무	배우자	건물임대채무	경기도 군포시 금정동 명산빌딩 임대보증금	20000	0		0		20000	
202603	40	8SV6917G	국회의원	국회	국회부의장	주호영	토지	본인	대지	경상북도 울진군 울진읍 읍남리 851번지 294.00㎡	7027	58		0		7085	가액변동
202603	41	8SV6917G	국회의원	국회	국회부의장	주호영	토지	본인	대지	경상북도 울진군 울진읍 읍남리 852번지 0.00㎡ (582.00㎡감소)	13386	0		13386		0	지번확인 후 반영
202603	42	8SV6917G	국회의원	국회	국회부의장	주호영	토지	본인	전	경상북도 울진군 울진읍 읍남리 861-1번지 436.00㎡	5145	43		0		5188	가액변동
202603	43	8SV6917G	국회의원	국회	국회부의장	주호영	건물	본인	아파트	서울특별시 서초구 반포동 반포아파트 건물 140.33㎡ 중93.55㎡	2275848	560818		0		2836666	재건축 진행 중
202603	44	8SV6917G	국회의원	국회	국회부의장	주호영	건물	본인	아파트(전세(임차)권)	대구광역시 수성구 노변동 수성 월드메르디앙 건물84.80㎡	270000	0		0		270000	변동없음
202603	45	8SV6917G	국회의원	국회	국회부의장	주호영	건물	본인	단독주택	경상북도 울진군 울진읍 읍내리 대지 0.00㎡ 건물 0.00㎡(대지 207.00㎡ 감소, 건물 93.96㎡ 감소)	16509	0		16509		0	지번확인 후 반영
202603	46	8SV6917G	국회의원	국회	국회부의장	주호영	건물	본인	사무실(전세(임차)권)	대구광역시 수성구 만촌동 2층 대지 646.00㎡ 건물273.15㎡	50000	0		0		50000	변동없음
202603	47	8SV6917G	국회의원	국회	국회부의장	주호영	건물	본인	복합건물(주택+ 상가)	경상북도 울진군 울진읍 읍남리 대지 582.00㎡ 건물 57.40㎡ (대지 582.00㎡ 증가, 건물 57.40㎡ 증가)	0	14963		0		14963	지번확인 후 반영
202603	48	8SV6917G	국회의원	국회	국회부의장	주호영	건물	배우자	아파트	서울특별시 서초구 반포동 반포아파트 건물 140.33㎡ 중46.78㎡	1138076	280258		0		1418334	재건축 진행 중
202603	49	8SV6917G	국회의원	국회	국회부의장	주호영	건물	배우자	아파트(전세(임차)권)	서울특별시 용산구 한강로1가 대우월드마크용산 건물114.68㎡	900000	0		0		900000	변동없음
202603	50	8SV6917G	국회의원	국회	국회부의장	주호영	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2023년식 g80 배기량(2,500cc)	48600	4395		0		52995	가액변동
202603	51	8SV6917G	국회의원	국회	국회부의장	주호영	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2019년식 카니발 배기량(3,500cc)	13505	435		0		13940	가액변동
202603	52	8SV6917G	국회의원	국회	국회부의장	주호영	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	배우자	자동차	2023년식 g80 배기량(2,500cc)	490	45		0		535	가액변동
202603	53	8SV6917G	국회의원	국회	국회부의장	주호영	현금	본인		현금	22000	0		0		22000	변동없음
202603	54	8SV6917G	국회의원	국회	국회부의장	주호영	예금	본인		(주)KEB하나은행 4,791, NH투자증권 3, 국민은행11,794(221 증가), 농협은행 41,994(15,216 감소),미래에셋증권 21(1 증가), 삼성생명보험 91,974, 새마을금고중앙회 8,259(155 증가), 스탠다드차타드은행 356, 신용협동조합중앙회 2,733(87 증가), 신한은행 544(1 증가), 아이엠뱅크 4(4 증가)	177220	1531		16278		162473	급여저축
202603	55	8SV6917G	국회의원	국회	국회부의장	주호영	예금	배우자		AIA생명보험주식회사 7,990(430 증가), 농협은행 64,미래에셋증권 5, 삼성생명보험 15,030, 신한은행226,972(68,133 증가), 우리은행 0(100 감소), 하나증권0(10 감소)	181608	68563		110		250061	급여저축
202603	56	8SV6917G	국회의원	국회	국회부의장	주호영	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		아이엠뱅크 156,410(143,973 증가)	12437	143973		0		156410	정치후원금액 증가
202603	57	8SV6917G	국회의원	국회	국회부의장	주호영	채무	배우자		사인간채무	200000	0		0		200000	변동없음
202603	58	8SV6917G	국회의원	국회	국회부의장	주호영	채무	배우자	금융채무	농협은행 730,000	730000	0		0		730000	변동없음
202603	59	8SV6917G	국회의원	국회	국회부의장	주호영	고지거부 및 등록제외사항	모		고지거부	0	0		0		0	독립생계유지
202603	60	8SV6917G	국회의원	국회	국회부의장	주호영	고지거부 및 등록제외사항	장남		고지거부	0	0		0		0	독립생계유지
202603	61	8SV6917G	국회의원	국회	국회부의장	주호영	고지거부 및 등록제외사항	차남		고지거부	0	0		0		0	독립생계유지
202603	62	T2T8225E	국회의원	국회	국회의원	강경숙	건물	본인	복합건물(주택+상가)	서울특별시 은평구 녹번동 대지 136.00㎡ 중 21.76㎡ 건물318.66㎡ 중 50.98㎡	139524	1946		0		141470	
202603	63	T2T8225E	국회의원	국회	국회의원	강경숙	건물	본인	아파트(전세(임차)권)	서울특별시 은평구 응암동 녹번역e편한세상캐슬 건물84.97㎡	730000	44000		0		774000	
202603	64	T2T8225E	국회의원	국회	국회의원	강경숙	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2008년식 sm 배기량(1,596cc) 감소	1700	0		1700		0	
202603	65	T2T8225E	국회의원	국회	국회의원	강경숙	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2016년식 쏘나타 배기량(1,999cc)	6330	0		1170		5160	
202603	66	T2T8225E	국회의원	국회	국회의원	강경숙	예금	본인		(주)KB손해보험 32,646(3,369 증가), (주)KEB하나은행 1,(주)카카오페이증권 0(101 감소), 국민은행 5,139(3,394 증가), 농협은행 7,954(2,402 증가), 에이비엘생명보험 0(6,528 감소), 우리은행 0(2,009 감소),한국교직원공제회 91,309(25,691 감소),한화생명보험주식회사 9,620, 한화손해보험 44,305(2,970 증가)	213168	12135		34329		190974	급여저축 등
202603	67	T2T8225E	국회의원	국회	국회의원	강경숙	예금	배우자		(주)KB손해보험 12,902(220 증가), DB금융투자 74,477(12,631 증가), DB손해보험(주) 0(1,044 감소),농협은행 6,000, 미래에셋증권 256,942(163,111 증가),삼성생명보험 21,463, 상호저축은행중앙회 0(50,000 감소), 새마을금고중앙회 11,781(1,229 증가), 신한은행 294(294 증가), 한국투자증권 266,696(135,170 증가)	388944	384521		122910		650555	급여저축 등
202603	68	T2T8225E	국회의원	국회	국회의원	강경숙	예금	모		MG손해보험(주) 0(9,450 감소), 농협은행 196(1 증가),새마을금고중앙회 10, 에이비엘생명보험 0(7,843 감소), 예별손해보험 9,990(9,990 증가), 우리은행 60,225(31,143 증가), 한화손해보험 4,600(600 증가)	50580	41734		17293		75021	급여저축 등
202603	69	T2T8225E	국회의원	국회	국회의원	강경숙	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 57,088(18,132 증가)	38956	18132		0		57088	후원금 증가
202603	70	T2T8225E	국회의원	국회	국회의원	강경숙	증권	본인	비상장주식	주식회사 엠디헬스케어 1,000주, 주식회사한국교육평가진흥원 4,500주	5000	0		0		5000	매도, 매수 등
202603	71	T2T8225E	국회의원	국회	국회의원	강경숙	증권	배우자	상장주식	GE베르노바 3주(3주 증가), SK하이닉스 14주(14주 증가), TSMC(ADR) 4주(4주 증가), 나이키B 10주(10주 증가), 두산 4주(4주 증가), 두산로보틱스 10주(10주 증가), 두산에너빌리티 65주(65주 증가), 로빈훗마케츠 15주(15주 증가), 루멘텀홀딩스 2주(2주 증가), 마이크론테크놀로지 10주(10주 증가), 머크 17주(17주 증가), 브로드컴 5주(5주 증가), 브이엠 17주(17주 증가), 빅토리어스시크릿앤드컴퍼니 10주(10주 증가), 삼성전자 95주(95주 증가), 세미파이브 11주(11주 증가), 슈어소프트테크 68주(68주 증가), 시스코시스템즈 25주(25주 증가), 시에나 9주(9주 증가), 씨엠티엑스5주(5주 증가), 아마존닷컴 6주(6주 증가), 알파벳C11주(11주 증가), 암페놀 11주(11주 증가), 에스티로더8주(8주 증가), 에이비엘바이오 2주(2주 증가), 엔비디아14.05242주(14주 증가), 주성코퍼레이션 0주(531주 감소), 코닝 20주(20주 증가), 코리아써키트 12주(12주 증가), 코오롱티슈진 4주(4주 증가), 코히어런트 13주(13주 증가), 테슬라 4주(4주 증가), 한라캐스트27주(27주 증가), 한미약품 1주(1주 증가), 해성디에스7주(7주 증가), 현대건설 17주(17주 증가), 현대로템4주(4주 증가), 현대차 7주(7주 증가)	2187	85054		2177		85064	매도, 매수 등
202603	72	T2T8225E	국회의원	국회	국회의원	강경숙	증권	배우자	국채	국고01500-5003(20-2) 0주	14336	0		14336		0	매도.매수 등
202603	73	T2T8225E	국회의원	국회	국회의원	강경숙	증권	배우자	기타(채권)	제이와이제일차20241218-62-1(단) 0주(281,829,264주 감소), T4.62505/15/54 32,900주(32,900주 증가), 환매체 0주	281037	49941		281037		49941	매도.매수 등
202603	74	T2T8225E	국회의원	국회	국회의원	강경숙	채권	본인		사인간채권	550000	0		0		550000	
202603	75	T2T8225E	국회의원	국회	국회의원	강경숙	채무	본인	금융채무	신한은행 1,786(4,039 감소)	5825	0		4039		1786	
202603	76	L2I9861C	국회의원	국회	국회의원	강대식	건물	본인	오피스텔(전세(임차)권)	서울특별시 강서구 가양동 가양글로벌퍼스트 대지 28.12㎡건물 2,630.30㎡	10000	0		0		10000	변동없음
202603	77	L2I9861C	국회의원	국회	국회의원	강대식	건물	본인	사무실(전세(임차)권)	대구광역시 동구 용계동 테바빌딩 3층 건물 247.56㎡	30000	0		0		30000	변동없음
202603	78	L2I9861C	국회의원	국회	국회의원	강대식	건물	본인	아파트	대구광역시 동구 신서동 신서화성파크드림 건물 84.87㎡	265000	0		0		265000	변동없음
202603	79	L2I9861C	국회의원	국회	국회의원	강대식	건물	본인	사무실(전세(임차)권)	대구광역시 군위군 군위읍 서부리 2층 건물 92.00㎡	10000	0		0		10000	변동없음
202603	80	L2I9861C	국회의원	국회	국회의원	강대식	건물	배우자	아파트	대구광역시 동구 신서동 신서 풍경마을 건물 72.74㎡	142000	0		0		142000	변동없음
202603	81	L2I9861C	국회의원	국회	국회의원	강대식	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	배우자	자동차	2019년식 베뉴 배기량(1,598cc)	1126	9874		0		11000	가액변동
202603	82	L2I9861C	국회의원	국회	국회의원	강대식	예금	본인		농협은행 265,951(105,979 증가), 롯데손해보험 30,145(2,911 증가), 산림조합중앙회 14,새마을금고중앙회 39, 신한은행 79(1 증가), 아이엠뱅크71,505(21,321 감소), 우체국 27,000(18,000 증가),주식회사 카카오뱅크 10, 현대해상화재보험 316(316 증가)	289173	255685		149799		395059	급여 저축 등
202603	83	L2I9861C	국회의원	국회	국회의원	강대식	예금	배우자		(주)카카오페이증권 1(1 증가), DB손해보험(주) 111(111 증가), 농협은행 212(212 증가), 삼성증권 17(17 증가), 새마을금고중앙회 10(10 증가), 신용협동조합중앙회 220(220 증가), 신한라이프생명보험 1,583(1,583 증가),신한투자증권 8(8 증가), 아이엠뱅크 131(131 증가),우리은행 68,139(7,127 증가), 우체국 14,781(7,070증가), 주식회사 카카오뱅크 1,984(1,984 증가), 현대해상화재보험 2,669(422 증가)	70970	74256		55360		89866	급여 저축 등
202603	84	L2I9861C	국회의원	국회	국회의원	강대식	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 251,275(78,381 증가)	172894	78381		0		251275	후원금 증가
202603	85	L2I9861C	국회의원	국회	국회의원	강대식	채권	본인		사인간채권	30000	0		0		30000	변동없음
202603	86	L2I9861C	국회의원	국회	국회의원	강대식	채무	배우자	건물임대채무	대구광역시 동구 신서동 신서 풍경마을 임대보증금	110000	0		0		110000	
202603	87	8P37634C	국회의원	국회	국회의원	강득구	건물	본인	사무실(전세(임차)권)	경기도 안양시 만안구 안양동 PROJECT 240 TOWER 건물104.65㎡	10000	0		0		10000	변동 없음
202603	88	8P37634C	국회의원	국회	국회의원	강득구	건물	배우자	아파트	경기도 안양시만안구 만안구 석수동 코오롱하늘채 건물117.61㎡	392000	0		3000		389000	가액 변동
202603	89	8P37634C	국회의원	국회	국회의원	강득구	건물	장녀	다세대주택(전세(임차)권)	서울특별시 용산구 용문동 정원프라임빌 건물 0.00㎡(건물 44.70㎡ 감소)	143000	0		143000		0	계약기간 만료
202603	90	8P37634C	국회의원	국회	국회의원	강득구	건물	장녀	다세대주택(전세(임차)권)	서울특별시 용산구 청파동1가 건물 29.44㎡ (건물 29.44㎡증가)	0	230000		0		230000	신규 전세 임차
202603	91	8P37634C	국회의원	국회	국회의원	강득구	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	배우자	자동차	2022년식 셀토스 1.6터보 배기량(1,600cc)	21800	0		6000		15800	가액 변동
202603	92	8P37634C	국회의원	국회	국회의원	강득구	예금	본인		(주)KB손해보험 3,253(3,253 증가), DB손해보험(주) 82,950(4,200 증가), 국민은행 3, 농협은행 2,786(597증가), 삼성생명보험 1,026(1,026 증가), 새마을금고중앙회 12,172(3 증가), 신한은행28,191(14,337 증가), 우리은행 41	107006	23656		240		130422	급여 소득 저축
202603	93	8P37634C	국회의원	국회	국회의원	강득구	예금	배우자		(주)KB손해보험 942(942 증가), DB생명보험(주) 0(11,200 감소), DB손해보험(주) 0(13,047 감소), 농협손해보험 8,606(1,111 증가), 농협중앙회 51,447(1,446 증가),동양생명보험 20,000, 메리츠화재해상보험(보험)0(11,092 감소), 미래에셋생명보험 6,864, 삼성생명보험153,348, 새마을금고중앙회 104,718(22,839 증가),수협은행 33,600(33,600 증가), 신한은행 145,889(108,376 증가), 에이비엘생명보험 10,000,우리은행 133,645(122,513 증가), 우체국 10,176,하나손해보험(주) 47,500(6,000 증가), 한국교직원공제회 94,277(200,013 감소), 한화생명보험주식회사 6,948	766485	390294		328819		827960	급여 소득 저축
202603	94	8P37634C	국회의원	국회	국회의원	강득구	예금	장남		(주)KB손해보험 1,360(1,360 증가), (주)KEB하나은행 2,국민은행 0(906 감소), 케이뱅크 933(933 증가)	908	2293		906		2295	급여 소득 저축
202603	95	8P37634C	국회의원	국회	국회의원	강득구	예금	장녀		(주)KB손해보험 457(457 증가), (주)KEB하나은행 900(56 증가), 경남은행 0(3 감소), 국민은행 0(8 감소), 농협중앙회 2, 신한은행 562(11,401 감소), 우리은행 3,주식회사 카카오뱅크 0(9 감소)	12832	557		11465		1924	급여 소득 저축
202603	96	8P37634C	국회의원	국회	국회의원	강득구	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 83,998(66,660 증가)	17338	66660		0		83998	후원금 증가
202603	97	8P37634C	국회의원	국회	국회의원	강득구	채권	배우자		사인간채권 증가	0	35000		0		35000	가족간 대여
202603	98	8P37634C	국회의원	국회	국회의원	강득구	채무	장녀		사인간채무 증가	0	35000		0		35000	가족간 차용
202603	99	8P37634C	국회의원	국회	국회의원	강득구	채무	장녀	금융채무	경남은행 0(7,000 감소), 신한은행 100,000	107000	100000		107000		100000	일부 상환
202603	100	8P37634C	국회의원	국회	국회의원	강득구	고지거부 및 등록제외사항	모		등록제외	0	0		0		0	사망
202603	101	9901388T	국회의원	국회	국회의원	강명구	토지	본인	임야	경상북도 상주시 공성면 산현리 산 26번지 4,886.00㎡	20000	0		0		20000	가액변동 없음
202603	102	9901388T	국회의원	국회	국회의원	강명구	건물	본인	아파트(전세(임차)권)	경상북도 구미시 산동읍 인덕리 중흥에스-클래스에코시티건물 99.23㎡	100000	0		0		100000	가액변동 없음
202603	103	9901388T	국회의원	국회	국회의원	강명구	건물	본인	상가(전세(임차)권)	경상북도 구미시 옥계동 3층 건물 369.00㎡ (건물 369.00㎡증가)	0	30000		0		30000	지역사무실 임차권(보증금) 발생으로 인하여 재산 내역 추가
202603	104	9901388T	국회의원	국회	국회의원	강명구	건물	본인	오피스텔(전세(임차)권)	서울특별시 영등포구 당산동 리오팰리스 건물 48.05㎡(건물 48.05㎡ 증가)	0	30000		0		30000	의정활동용 숙소 임차권(보증금) 발생으로 인하여 재산 내역 추가
202603	105	9901388T	국회의원	국회	국회의원	강명구	부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기	본인	자동차	2018년식 카니발 배기량(2,199cc)	11030	0		370		10660	차량 가액 감가상각
202603	106	9901388T	국회의원	국회	국회의원	강명구	예금	본인		(주)KEB하나은행 13,792(601 증가), (주)카카오페이증권 167(3 증가), 국민은행 1,477(66 감소), 농협은행 353(605감소), 농협중앙회 33, 메리츠종금증권 648(7 증가), 미래에셋증권 45,411(18,197 증가), 신용협동조합중앙회 1,335(52 증가), 우리은행 10(2,500 감소), 우체국 6,300,주식회사 카카오뱅크 1,000(1,000 증가), 한화생명보험주식회사 19,200(2,400 증가),현대해상화재보험 13,227(1,142 증가)	82722	23919		3688		102953	급여저축 및 생활비 지출로 인한 변동
202603	107	9901388T	국회의원	국회	국회의원	강명구	예금	배우자		국민은행 9,086(410 증가), 농협은행 249(5,599 감소),메리츠화재해상보험(보험) 3,162(318 증가), 메트라이프생명보험 3,198(282 증가), 미래에셋증권 20,564(20,564 증가), 삼성생명보험 10,469(212 증가),신용협동조합중앙회 63, 한화생명보험주식회사 5,062(642 증가), 현대해상화재보험 7,845(779 증가)	42090	23397		5789		59698	급여저축 및 생활비 지출로 인한 변동
202603	108	9901388T	국회의원	국회	국회의원	강명구	예금	장녀		농협중앙회 1,150(3,070 감소), 미래에셋증권 2,175(2,175 증가)	4220	2175		3070		3325	급여저축 및 생활비 지출로 인한 변동
202603	109	9901388T	국회의원	국회	국회의원	강명구	예금	차녀		농협중앙회 837(4,074 감소), 미래에셋증권 2,070(2,070증가)	4911	2070		4074		2907	급여저축 및 생활비 지출로 인한 변동
202603	110	9901388T	국회의원	국회	국회의원	강명구	예금	삼녀		농협은행 1,601(4,822 감소), 미래에셋증권 2,069(2,069증가)	6423	2069		4822		3670	급여저축 및 생활비 지출로 인한 변동
202603	111	9901388T	국회의원	국회	국회의원	강명구	정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금	본인		농협은행 140,125(135,970 증가)	4155	135970		0		140125	국회의원강명구후원회로부터 후원금을 후원 받아 변동
202603	112	9901388T	국회의원	국회	국회의원	강명구	증권	본인	상장주식	엔비디아 7주(7주 증가), 조비에비에이션 343주(343주증가), 캡티비전 3,022주	3137	8369		1650		9856	주식취득
202603	113	9901388T	국회의원	국회	국회의원	강명구	증권	배우자	상장주식	엔비디아 7주(7주 증가), 조비에비에이션 140주(140주 증가), 템퍼스AI 1주(1주 증가), 팔란티어테크 30주(30주증가)	0	12259		0		12259	주식취득
202603	114	9901388T	국회의원	국회	국회의원	강명구	채무	본인	금융채무	우리은행 23,733(8,876 감소)	32609	0		8876		23733	채무 변제
202603	115	9901388T	국회의원	국회	국회의원	강명구	채무	배우자		사인간채무	50000	0		0		50000	변동 없음
202603	116	9901388T	국회의원	국회	국회의원	강명구	고지거부 및 등록제외사항	부		고지거부	0	0		0		0	독립생계유지
202603	117	9901388T	국회의원	국회	국회의원	강명구	고지거부 및 등록제외사항	모		고지거부	0	0		0		0	독립생계유지
202603	118	GX22581L	국회의원	국회	국회의원	강민국	토지	본인	임야	경상남도 진주시 금산면 용아리 산 136-22번지 848.00㎡	126861	847		0		127708	
202603	119	GX22581L	국회의원	국회	국회의원	강민국	건물	본인	아파트	경상남도 진주시 상평동 진주센트럴자이 건물 84.53㎡	211000	6000		0		217000	
